id,publisher_id,title,url,format,last_modified,period
ab4c3c9a-a584-49cb-8d27-741a634b2928,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T14%3A58%3A41.453Z/spending-2012-04.csv,CSV,,
8619f31e-7420-4e14-8c66-1a86374ea7ba,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T14%3A59%3A30.255Z/spending-2012-04.pdf,PDF,,
98dd0349-e7db-46d7-bfa6-38d956da82ae,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T14%3A59%3A53.959Z/spending-2012-04.xml,XML,,
509e85a2-b5b4-46b1-8b04-7d40daa5867b,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A00%3A39.348Z/spending-2012-05.csv,CSV,,
02d654e9-eb0d-4930-bf46-763f70d9eacc,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A01%3A05.816Z/spending-2012-05.pdf,PDF,,
5bccb227-0233-4a91-8d82-4dd1e10db7cf,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A01%3A27.630Z/spending-2012-05.xml,XML,,
7aa93b08-44f3-4f48-8a12-a09c46f2d8fc,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A02%3A14.671Z/spending-2012-06.csv,CSV,,
db04a1de-af4b-48bc-bf7c-b93af5b5f708,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A02%3A40.239Z/spending-2012-06.pdf,PDF,,
1aed15f2-b5d9-4afe-a9c7-2c2b1e621e4e,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A03%3A00.631Z/spending-2012-06.xml,XML,,
6e3ccd5f-0132-4e3c-992a-674eda7a7453,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A03%3A56.056Z/spending-2012-07.csv,CSV,,
680baf3c-3008-4d49-91eb-ea9ad5a7d019,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A04%3A20.013Z/spending-2012-07.pdf,PDF,,
eece29be-b918-4996-a4f6-38340af63bc8,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A04%3A58.373Z/spending-2012-07.xml,XML,,
950868f3-a451-4491-aebd-d8f3760fd0f6,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A07%3A10.907Z/spending-2012-08.csv,CSV,,
ee69265a-0939-48a2-88cf-32159b590ca0,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A07%3A36.034Z/spending-2012-08.pdf,PDF,,
c7f374fe-4ce0-42f3-8077-f35dc2ef0029,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A08%3A50.578Z/spending-2012-08.xml,XML,,
953f0b3f-d42a-45f1-81d0-3457523f2093,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A10%3A11.312Z/spending-2012-09.csv,CSV,,
b13ed114-3f34-48d7-9e95-5dfeea932e6b,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A10%3A39.580Z/spending-2012-09.pdf,PDF,,
adc51538-573e-4dc9-a485-b1f82eb64dbc,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A11%3A09.283Z/spending-2012-09.xml,XML,,
9807a1ab-d15a-4fa2-a852-2dca01eb6637,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A12%3A21.320Z/spending-2012-10.csv,CSV,,
8d449802-f8ea-43ea-8a25-30cf98c09671,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A12%3A43.967Z/spending-2012-10.pdf,PDF,,
02281d5c-0e5a-4612-86de-d48f7b83298e,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A13%3A14.229Z/spending-2012-10.xml,XML,,
1c85cbeb-ec44-456d-be00-752db84bdcc5,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A13%3A47.332Z/spending-2012-11.csv,CSV,,
669acee7-95aa-4399-a363-800b9d5c0fe9,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A14%3A10.782Z/spending-2012-11.pdf,PDF,,
bb22a58b-7144-48ec-bab8-0056d7d90166,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A14%3A37.091Z/spending-2012-11.xml,XML,,
1dbb27d8-8d47-4dd0-acd8-cdb05218e3fd,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A15%3A19.039Z/spending-2012-12.csv,CSV,,
9b2e7c79-2925-4ca4-89fa-d01008d5771e,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A15%3A42.777Z/spending-2012-12.pdf,PDF,,
10248a29-b65f-4740-8f1d-1c84ae5fb9fb,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A16%3A08.290Z/spending-2012-12.xml,XML,,
5025b881-130c-4ee5-aa10-7758c376cd15,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A23%3A23.418Z/spending-2013-01.csv,CSV,,
669f74a8-a58f-44f4-9cbe-9d1cd8aaa53f,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A23%3A46.142Z/spending-2013-01.pdf,PDF,,
db26a1e5-231f-4677-b418-339d9de62f15,leeds-city-council,Council spending / Expenditure over £500 ,http://www.leedsdatamill.org/storage/f/2014-05-16T15%3A24%3A12.901Z/spending-2013-01.xml,XML,,
df06f2bb-5159-46f6-8faf-dab34decc16a,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A11%3A41.613Z/spending-2013-02.csv,CSV,,
1733a531-1927-4d2c-914b-13fc56c97781,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A12%3A14.352Z/spending-2013-02.pdf,PDF,,
6f9f2b85-123f-4c62-9a44-9a0f334e4d61,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A12%3A44.753Z/spending-2013-02.xml,XML,,
3efcddf3-61df-49d8-80d5-90db0aa1cecf,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A13%3A18.639Z/spending-2013-03.csv,CSV,,
2eda798c-25b3-4f46-a9ad-8743cad816f0,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A13%3A41.703Z/spending-2013-03.pdf,PDF,,
e9fc2802-fcd5-45f3-831a-432e327c18b6,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A14%3A05.505Z/spending-2013-03.xml,XML,,
80e17463-83ad-43f7-b369-ed1284536e9a,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A14%3A48.581Z/spending-2013-04.csv,CSV,,
c75937a8-2256-4820-a0c2-06ac612772c5,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A15%3A16.239Z/spending-2013-04.pdf,PDF,,
fdcaf020-c359-483c-849f-4db84ed656a7,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A15%3A40.010Z/spending-2013-04.xml,XML,,
4ec246bd-c0c8-4abf-82a8-722e997ba33e,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A16%3A11.737Z/spending-2013-05.csv,CSV,,
032b5b25-24f3-4ffb-a171-e7f2e3fb7954,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A16%3A47.036Z/spending-2013-05.pdf,PDF,,
6666dd9b-08aa-4e4d-9cf5-d6532df5df81,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A17%3A10.193Z/spending-2013-05.xml,XML,,
fa2fc351-2593-4dd5-9aa0-d7542f6a6b48,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A18%3A39.484Z/spending-2013-06.csv,CSV,,
54dfd757-9501-4386-827b-bba03d9aba71,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A19%3A06.221Z/spending-2013-06.pdf,PDF,,
472844fe-c6ee-41c4-84f4-996e993bf7b2,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A19%3A29.096Z/spending-2013-06.xml,XML,,
fe1bd42e-cbea-4f22-b163-fbdcd2f68efc,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A19%3A58.149Z/spendjultemplate1.csv,CSV,,
c424418f-0e44-440c-889a-81c527424f0b,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A20%3A24.207Z/spendjultemplate1.pdf,PDF,,
b465dc35-4077-41f2-aac7-cbde7cf9a779,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A20%3A48.481Z/spendjultemplate1.xml,XML,,
531c77be-db65-42c6-92a7-edba13623cc3,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A21%3A21.206Z/spendaugtemplate1.csv,CSV,,
03d815af-b872-4991-8f8a-c67372d1ce07,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A21%3A47.719Z/spendaugtemplate1.pdf,PDF,,
